step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1,41,1,0.24867732148745564,0.0,0.0,0.4227267539364693,0.0,0.0,,,,,,
2,74,2,0.33408884239830516,0.0,0.0,,,,,,,,,
3,115,3,0.250343659277527,0.0,0.0,,,,,,,,,
4,164,4,0.2362154302424824,0.0,0.0,,,,,,,,,
5,237,5,0.1400802426077482,0.0,0.0,,,,,,,,,
6,326,6,0.12258411570095631,0.0,0.0,,,,,,,,,
7,391,7,0.13965201841110683,0.0,0.0,,,,,,,,,
8,480,8,0.08955861727937935,0.0,0.0,,,,,,,,,
9,569,9,0.07621213079351451,0.0,0.0,0.11335867255621997,0.0,0.0,0.6666666865348816,0.6666666666666666,1.0,0.5,0.7916666666666666,0.8
10,634,10,0.08835603976884158,0.0,0.0,,,,,,,,,
11,675,11,0.05704073360171061,1.0,1.0,,,,,,,,,
12,724,12,0.05354641833605152,1.0,1.0,,,,,,,,,
13,813,13,0.06953751231387617,0.0,0.0,,,,,,,,,
14,846,14,0.0674156617949484,1.0,1.0,,,,,,,,,
15,919,15,0.047890774370007425,1.0,1.0,,,,,,,,,
16,960,16,0.05299445743352408,1.0,1.0,,,,,,,,,
17,1025,17,0.07965306267258712,0.0,0.0,0.04969779640586543,1.0,1.0,,,,,,
18,1114,18,0.04581010147314705,1.0,1.0,,,,0.6666666865348816,0.6666666666666666,1.0,1.0,1.0,0.8
19,1155,19,0.04511044707615839,1.0,1.0,,,,,,,,,
20,1244,20,0.04304184102266763,1.0,1.0,,,,,,,,,
21,1285,21,0.0431517511716229,1.0,1.0,,,,,,,,,
22,1318,22,0.0688775934113437,1.0,1.0,,,,,,,,,
23,1367,23,0.06359825085669096,1.0,1.0,,,,,,,,,
24,1440,24,0.05167952036251235,1.0,1.0,,,,,,,,,
25,1505,25,0.045074909636414306,1.0,1.0,0.06916452526161447,1.0,1.0,,,,,,
26,1546,26,0.04205981842236361,1.0,1.0,,,,,,,,,
27,1635,27,0.040587463524729674,1.0,1.0,,,,0.6666666865348816,1.0,0.5,1.0,1.0,0.6666666666666666
28,1724,28,0.041244449756043404,1.0,1.0,,,,,,,,,
29,1757,29,0.06297279907721531,1.0,1.0,,,,,,,,,
30,1830,30,0.05075445048987198,1.0,1.0,,,,,,,,,
31,1871,31,0.04698825820751154,1.0,1.0,,,,,,,,,
32,1920,32,0.05700872770505156,1.0,1.0,,,,,,,,,
33,1985,33,0.044846990063988415,1.0,1.0,0.051771678108692876,1.0,1.0,0.6666666865348816,1.0,0.5,1.0,1.0,0.6666666666666666

(venv) ➜  trader-tweet-job git:(master) ✗ openai api fine_tunes.results -i ft-tMz3KjnQx8zObZcEb0gDEBcc
Logging requires wandb to be installed. Run `pip install wandb`.
step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
1,41,1,0.5955298555129303,0.0,0.0,1.307605890032559,0.0,0.0,,
2,74,2,1.0280597849867403,0.0,0.0,,,,,
3,99,3,1.2325415797657477,0.0,0.0,,,,,
4,124,4,1.100789560957822,0.0,0.0,,,,,
5,181,5,0.40332509962154284,0.0,0.0,,,,,
6,206,6,0.6341767363527713,0.0,0.0,,,,,
7,247,7,0.21723032643910845,0.0,0.0,,,,,
8,304,8,0.14683680157833023,0.0,0.0,,,,,
9,337,9,0.15584892364102415,0.0,0.5,0.07578889271942899,1.0,1.0,,
10,370,10,0.11984972421989369,0.0,0.0,,,,,
11,395,11,0.06265767553821205,1.0,1.0,,,,,
12,436,12,0.37104911327778245,0.0,0.0,,,,,
13,461,13,0.04998806149286489,1.0,1.0,,,,,
14,502,14,0.04932364110660274,1.0,1.0,,,,,
15,567,15,0.17638278911423186,0.0,0.0,,,,,
16,616,16,0.05269514000427989,1.0,1.0,,,,,
17,649,17,0.0618309606621915,1.0,1.0,0.03790327677753794,1.0,1.0,,
18,690,18,0.06246158320060932,1.0,1.0,,,,,
19,739,19,0.09382555679373125,0.0,0.5,,,,,
20,772,20,0.04287360087851539,1.0,1.0,,,,,
21,837,21,0.07008299259059642,0.0,0.0,,,,,
22,870,22,0.034289884466171545,1.0,1.0,,,,,
23,911,23,0.18148972142976708,0.0,0.0,,,,,
24,936,24,0.05632610922324299,1.0,1.0,,,,,
25,961,25,0.04769841713759282,1.0,1.0,0.21028387553090094,0.0,0.0,,
26,1002,26,0.04511787540796286,1.0,1.0,,,,,
27,1043,27,0.0487431447906638,1.0,1.0,,,,,
28,1092,28,0.37010971713335794,0.0,0.0,,,,,
29,1165,29,0.21883493859320877,0.0,0.0,,,,,
30,1190,30,0.03636739992383809,1.0,1.0,,,,,
31,1263,31,0.04390401364708345,1.0,1.0,,,,,
32,1336,32,0.05029900940057511,1.0,1.0,,,,,
33,1385,33,0.03849671065962563,1.0,1.0,0.10209107592811051,0.0,0.0,,
34,1418,34,0.03748806914605666,1.0,1.0,,,,,
35,1499,35,0.033763446425611625,1.0,1.0,,,,,
36,1524,36,0.04028380553141081,1.0,1.0,,,,,
37,1581,37,0.12791265779565686,0.0,0.0,,,,,
38,1686,38,0.08008088618131855,0.0,0.0,,,,,
39,1759,39,0.038558657815608764,1.0,1.0,,,,,
40,1800,40,0.044200644431577535,1.0,1.0,,,,,
41,1841,41,0.05498527143988759,1.0,1.0,0.03347379584715237,1.0,1.0,,
42,1882,42,0.02851041558140423,1.0,1.0,,,,,
43,1963,43,0.0359002720041899,1.0,1.0,,,,,
44,2004,44,0.32620513460866646,0.0,0.0,,,,,
45,2085,45,0.1345946942428709,0.0,0.0,,,,,
46,2118,46,0.025650851974460237,1.0,1.0,,,,,
47,2151,47,0.19065449317888122,0.0,0.0,,,,,
48,2176,48,0.03628196031747696,1.0,1.0,,,,,
49,2249,49,0.051389821408083666,1.0,1.0,0.04540062255226076,1.0,1.0,,
50,2282,50,0.04626804543062463,1.0,1.0,,,,,
51,2339,51,0.1020343821269593,0.0,0.0,,,,,
52,2364,52,0.04159643228262818,1.0,1.0,,,,,
53,2469,53,0.04715483533175967,1.0,1.0,,,,,
54,2518,54,0.04464548302717351,1.0,1.0,,,,,
55,2575,55,0.03390340184776245,1.0,1.0,,,,,
56,2608,56,0.10089165351528209,0.0,0.5,,,,,
57,2633,57,0.026654391025852726,1.0,1.0,0.10874911166029051,0.0,0.0,,
58,2658,58,0.041707124109865004,1.0,1.0,,,,,
59,2699,59,0.06692023062868975,0.0,0.0,,,,,
60,2732,60,0.025590764935022887,1.0,1.0,,,,,
61,2781,61,0.03265831459522209,1.0,1.0,,,,,
62,2846,62,0.07838511424219177,0.0,0.0,,,,,
63,2943,63,0.04044510358401264,1.0,1.0,,,,,
64,2976,64,0.04241842304909369,1.0,1.0,,,,,
65,3001,65,0.02917492107078336,1.0,1.0,0.024873432311887884,1.0,1.0,,
66,3074,66,0.06793683831942164,0.0,0.0,,,,,
67,3147,67,0.03676311856510842,1.0,1.0,,,,,
68,3172,68,0.021176902372268762,1.0,1.0,,,,,
69,3221,69,0.03143045744697398,1.0,1.0,,,,,
70,3302,70,0.03825796545855701,1.0,1.0,,,,,
71,3343,71,0.033115324179809245,1.0,1.0,,,,,
72,3416,72,0.07298120596069363,0.0,0.0,,,,,
73,3457,73,0.029124499252648095,1.0,1.0,0.09744703171674204,0.0,0.5,,
74,3498,74,0.04014136747661542,1.0,1.0,,,,,
75,3555,75,0.10185029542368804,0.0,0.0,,,,,
76,3580,76,0.3235881770019478,0.0,0.0,,,,,
77,3677,77,0.033057499018165494,1.0,1.0,,,,,
78,3710,78,0.04274333442117495,1.0,1.0,,,,,
79,3775,79,0.08465495728401039,0.0,0.0,,,,,
80,3800,80,0.11101309553070071,0.0,0.0,,,,,
81,3833,81,0.02067164413318551,1.0,1.0,0.0386412761571205,1.0,1.0,,
82,3858,82,0.0296687199857782,1.0,1.0,,,,,
83,3907,83,0.054581279232343155,1.0,1.0,,,,,
84,3948,84,0.09578232838842088,0.0,0.5,,,,,
85,3997,85,0.03664573972433572,1.0,1.0,,,,,
86,4030,86,0.03267818459882619,1.0,1.0,,,,,
87,4087,87,0.03660235699881533,1.0,1.0,,,,,
88,4112,88,0.023535804297049857,1.0,1.0,,,,,
89,4137,89,0.037767505900604494,1.0,1.0,0.02495845735671992,1.0,1.0,,
90,4170,90,0.02680026775084116,1.0,1.0,,,,,
91,4195,91,0.036903798176390404,1.0,1.0,,,,,
92,4236,92,0.132644169455074,0.0,0.0,,,,,
93,4261,93,0.0241234715467787,1.0,1.0,,,,,
94,4342,94,0.03482106410400593,1.0,1.0,,,,,
95,4375,95,0.019507479164890356,1.0,1.0,,,,,
96,4416,96,0.10294007208023687,0.0,0.0,,,,,
97,4457,97,0.06572436186297273,0.0,0.0,0.10976211678806067,0.0,0.0,,
98,4530,98,0.03542222571681324,1.0,1.0,,,,,
99,4603,99,0.02872826373204993,1.0,1.0,,,,,
100,4628,100,0.048852570286447496,1.0,1.0,,,,,
101,4701,101,0.04121684140056054,1.0,1.0,,,,,
102,4742,102,0.03554758953652345,1.0,1.0,,,,,
103,4807,103,0.04472070839496155,1.0,1.0,,,,,
104,4888,104,0.03324651527838433,1.0,1.0,,,,,
105,4913,105,0.03391092208548495,1.0,1.0,0.03234558644676781,1.0,1.0,,
